	GSM350771.CEL	GSM350771.CEL.gz	GSM350772.CEL	GSM350772.CEL.gz
10287_at	2.29473928102703	2.29473928102703	2.72451252794434	2.72451252794434
10288_at	1.68402502766376	1.68402502766376	2.4284921759908	2.4284921759908
10289_f_at	4.72723408501828	4.72723408501828	5.65106941834176	5.65106941834176
10290_at	8.76514046770178	8.76514046770178	5.7766864939159	5.7766864939159
10291_at	1.97890332628554	1.97890332628554	1.67200645475078	1.67200645475078
10292_at	2.94567409290988	2.94567409290988	4.77888645688399	4.77888645688399
10293_at	1.5193011053725	1.5193011053725	2.02480189138304	2.02480189138304
10294_at	5.12155391472218	5.12155391472218	7.22804488136853	7.22804488136853
10295_at	10.408509469613	10.408509469613	8.74480188951715	8.74480188951715
10296_at	11.9420742702226	11.9420742702226	12.097914996779	12.097914996779
10297_at	4.48734462146293	4.48734462146293	5.12708236838886	5.12708236838886
10298_at	2.86665739807886	2.86665739807886	3.32312690692537	3.32312690692537
10299_at	3.0283124329535	3.0283124329535	3.39862421283755	3.39862421283755
10300_f_at	10.4055713294526	10.4055713294526	10.7497713262256	10.7497713262256
10301_at	12.5509579436547	12.5509579436547	12.8268146663761	12.8268146663761
10302_g_at	12.3437035002064	12.3437035002064	12.5906359350673	12.5906359350673
10303_at	3.58125590664662	3.58125590664662	2.75545713825611	2.75545713825611
10304_at	8.41129782727791	8.41129782727791	9.53841633628041	9.53841633628041
10305_at	6.25075371175223	6.25075371175223	4.90992003512513	4.90992003512513
10306_at	2.05326109775674	2.05326109775674	1.83037001477158	1.83037001477158
10307_at	3.15517899295738	3.15517899295738	3.2802422907964	3.2802422907964
10308_at	1.68148115909274	1.68148115909274	2.77632118091357	2.77632118091357
10309_at	1.4653253588446	1.4653253588446	2.54303739111869	2.54303739111869
10310_at	3.16034179062013	3.16034179062013	2.6455514246696	2.6455514246696
10311_at	2.16799463926158	2.16799463926158	1.97363292699331	1.97363292699331
10312_at	4.23494615376616	4.23494615376616	3.82983135864404	3.82983135864404
10313_at	6.1788041210885	6.1788041210885	5.29524921594807	5.29524921594807
10314_at	3.67074574852341	3.67074574852341	2.68825693545098	2.68825693545098
10315_at	4.99641331272543	4.99641331272543	5.37017461104352	5.37017461104352
10316_at	3.72726674123332	3.72726674123332	3.67368695227574	3.67368695227574
10317_at	5.48671700369204	5.48671700369204	5.02572864983187	5.02572864983187
10318_at	4.00901455686247	4.00901455686247	2.70632994856177	2.70632994856177
10319_at	5.97075560508316	5.97075560508316	5.22070840197974	5.22070840197974
10320_at	2.95306813398855	2.95306813398855	2.58685499542926	2.58685499542926
10321_at	5.04786026194949	5.04786026194949	4.90824901201876	4.90824901201876
10322_at	3.6913497169807	3.6913497169807	3.58778946123233	3.58778946123233
10323_at	10.8434011062948	10.8434011062948	11.6751489171973	11.6751489171973
10324_at	7.23514744910086	7.23514744910086	6.1663282265838	6.1663282265838
10325_at	8.90265414066199	8.90265414066199	8.28008653737593	8.28008653737593
10326_g_at	11.0591840871878	11.0591840871878	10.1476850521526	10.1476850521526
10327_at	1.81553338598205	1.81553338598205	1.94327713534809	1.94327713534809
10328_at	4.09139592481762	4.09139592481762	2.89169019423558	2.89169019423558
10329_at	7.46217004823889	7.46217004823889	4.53587407243585	4.53587407243585
10330_at	1.33199762920712	1.33199762920712	2.01687739123215	2.01687739123215
10331_at	6.93415980601508	6.93415980601508	8.06498974569157	8.06498974569157
10332_at	5.33999251975438	5.33999251975438	3.0802769802991	3.0802769802991
10333_at	4.79611359577282	4.79611359577282	4.91386643235843	4.91386643235843
10334_at	7.39308180277715	7.39308180277715	4.96201756217868	4.96201756217868
10335_at	3.85132972796532	3.85132972796532	2.9244968117653	2.9244968117653
10336_at	1.99510117409751	1.99510117409751	1.98379499146173	1.98379499146173
10337_at	4.42250556956598	4.42250556956598	4.82713705036593	4.82713705036593
10338_at	1.78540924780113	1.78540924780113	1.89874350126148	1.89874350126148
10339_at	3.2925294567257	3.2925294567257	2.30168550678815	2.30168550678815
10340_at	3.24798969863162	3.24798969863162	3.66519477713459	3.66519477713459
10341_at	3.26704313605757	3.26704313605757	2.8484740749187	2.8484740749187
10342_at	4.18818214209396	4.18818214209396	2.45506966763627	2.45506966763627
10343_at	4.47081007034796	4.47081007034796	4.01690634893608	4.01690634893608
10344_at	3.91069071364579	3.91069071364579	4.04502915002645	4.04502915002645
10345_at	2.95655534465715	2.95655534465715	2.10598223023866	2.10598223023866
10346_at	3.18375689763086	3.18375689763086	3.10590912008229	3.10590912008229
10347_at	6.82291995247135	6.82291995247135	6.50154853316283	6.50154853316283
10348_at	5.15164744175883	5.15164744175883	5.53210090097616	5.53210090097616
10349_at	3.34607223467746	3.34607223467746	2.67641067224428	2.67641067224428
10350_at	7.41309084547385	7.41309084547385	7.49744517527708	7.49744517527708
10351_at	4.90583531696912	4.90583531696912	4.41284523492148	4.41284523492148
10352_at	4.32167093340924	4.32167093340924	3.10068837740215	3.10068837740215
10353_at	2.44444984932961	2.44444984932961	1.83980016713832	1.83980016713832
10354_at	2.39956431524476	2.39956431524476	2.38391910966012	2.38391910966012
10355_at	7.0451542641247	7.0451542641247	5.69313817869301	5.69313817869301
10356_at	1.15219978577961	1.15219978577961	1.80002240580401	1.80002240580401
10357_at	6.61000121476958	6.61000121476958	4.93787830368876	4.93787830368876
10358_at	7.09847403221066	7.09847403221066	8.34527122508712	8.34527122508712
10359_at	7.5838140926786	7.5838140926786	8.0095305973562	8.0095305973562
10360_at	5.6305046270514	5.6305046270514	3.6384478835394	3.6384478835394
10361_f_at	4.63232176972292	4.63232176972292	5.25211766749101	5.25211766749101
10362_at	12.2380410892312	12.2380410892312	12.188283336421	12.188283336421
10363_at	7.38001497672721	7.38001497672721	8.92196098260171	8.92196098260171
10364_at	5.45347689440724	5.45347689440724	6.9443754286678	6.9443754286678
10365_at	2.61497081386223	2.61497081386223	2.22631008125908	2.22631008125908
10366_i_at	6.87566872414894	6.87566872414894	6.94647763873119	6.94647763873119
10367_r_at	4.30558795315783	4.30558795315783	4.53691038145265	4.53691038145265
10368_s_at	6.87369029441547	6.87369029441547	6.8475972454812	6.8475972454812
10369_at	3.07804647427594	3.07804647427594	3.17630006143363	3.17630006143363
10370_at	10.9789634146717	10.9789634146717	11.5423451916697	11.5423451916697
10371_at	2.06033592252047	2.06033592252047	2.82203852471811	2.82203852471811
